Voucher Number,Reference,Date,Voucher Type,Party Name,Party Alias,Supplier's TIN No.,CST Number,Item Name,Godown,Item Batch,Acutal Quantity,Billed Quantity,Alternate Actual Quantity,Alternate Billed Quantity,Rate,Purchase Rate,Unit,Discount,Discount Amount,Margin,Amount,Purchase/Sales Ledger,Narration
PFI-MINV/2304690,PFI-MSO/2304533,31-Jan-23,Sales (22-23),Synergy Technocrats,,,,"VC 2""",BHIWANDI,Primary Batch,40.00,40.00,,,410.00,231.00,Nos,0,,7160.00,16400.00,GST Sales,
PFI-MINV/2304690,PFI-MSO/2304533,31-Jan-23,Sales (22-23),Synergy Technocrats,,,,"VC 6""",BHIWANDI,Primary Batch,44.00,44.00,,,1125.00,765.00,Nos,0,,15840.00,49500.00,GST Sales,
PFI-MINV/2304691,236/MSG/2022-23,31-Jan-23,Sales (22-23),Seion Watertech Pvt. Ltd. ( Indore),,,,BW 30 365,BHIWANDI,Primary Batch,23.00,23.00,,,31600.00,30090.77,Nos,0,,34712.29,726800.00,GST Sales,
PFI-MINV/2304692,OM05012023,31-Jan-23,Sales (22-23),Seion Watertech Pvt. Ltd. ( Indore),,,,"S-STRAP 8""",BHIWANDI,Primary Batch,15.00,15.00,,,550.00,180.00,Nos,0,,5550.00,8250.00,GST Sales,
PFI-MINV/2304693,APF/PO748?22-23,31-Jan-23,Sales (22-23),APF Water Systems Pvt. Ltd.,,,,DS - H&L-24-4R,BHIWANDI,Primary Batch,4.00,4.00,,,1650.00,999.07,Nos,0,,2603.72,6600.00,GST Sales,
PFI-MINV/2304693,APF/PO748?22-23,31-Jan-23,Sales (22-23),APF Water Systems Pvt. Ltd.,,,,DS - H&L-30-4R,BHIWANDI,Primary Batch,2.00,2.00,,,2000.00,1053.00,Nos,0,,1894.00,4000.00,GST Sales,
PFI-MINV/2304693,APF/PO748?22-23,31-Jan-23,Sales (22-23),APF Water Systems Pvt. Ltd.,,,,"DS TS 4""",BHIWANDI,Primary Batch,6.00,6.00,,,600.00,382.04,Nos,0,,1307.76,3600.00,GST Sales,
PFI-MINV/2304694,APF/PO-632/22-23,31-Jan-23,Sales (22-23),APF Water Systems Pvt. Ltd.,,,,FM 25 (0.25-2.5),BHIWANDI,Primary Batch,1.00,1.00,,,1250.00,332.34,Nos,0,,917.66,1250.00,GST Sales,
PFI-MINV/2304695,APF-PO-494/22-23,31-Jan-23,Sales (22-23),APF Water Systems Pvt. Ltd.,,,,"10"" BB L 1.5""",BHIWANDI,Primary Batch,1.00,1.00,,,400.00,284.70,Nos,0,,115.30,400.00,GST Sales,
PFI-MINV/2304695,APF-PO-494/22-23,31-Jan-23,Sales (22-23),APF Water Systems Pvt. Ltd.,,,,"SP BB 10""",BHIWANDI,Primary Batch,1.00,1.00,,,200.00,85.41,Nos,0,,114.59,200.00,GST Sales,
PFI-MINV/2304696,APF/PO0687/22-23,31-Jan-23,Sales (22-23),APF Water Systems Pvt. Ltd.,,,,"PL 30"" 05 UM",BHIWANDI,Primary Batch,21.00,21.00,,,1450.00,628.41,Nos,0,,17253.39,30450.00,GST Sales,
PFI-MINV/2304697,PFI-MSO/2304772,31-Jan-23,Sales (22-23),Aquaflow Enterprises,,,,"SP 20""",PUNE,Primary Batch,300.00,300.00,,,78.00,50.98,Nos,0,,8106.00,23400.00,GST Sales,
PFI-MINV/2304698,16331/2022-23,31-Jan-23,Sales (22-23),Aquatech Engineering Services,,,,GN SCA-5L,BHIWANDI,Primary Batch,5.00,5.00,5.00,5.00,95.00,55.52,KGS,0,,197.90,475.00,GST Sales,
PFI-MINV/2304699,PO - 265,31-Jan-23,Sales (22-23),Aquatech System,,,,DS - H&L-16-4R,PUNE,Primary Batch,1.00,1.00,,,1650.00,945.00,Nos,0,,705.00,1650.00,GST Sales,
PFI-MINV/2304699,PO - 265,31-Jan-23,Sales (22-23),Aquatech System,,,,"DS TS 4""",PUNE,Primary Batch,1.00,1.00,,,600.00,382.04,Nos,0,,217.96,600.00,GST Sales,
PFI-MINV/2304699,PO - 265,31-Jan-23,Sales (22-23),Aquatech System,,,,"FRP 1865 - 4""TB",PUNE,Primary Batch,1.00,1.00,,,18400.00,16342.56,Nos,0,,2057.44,18400.00,GST Sales,
PFI-MINV/2304699,PO - 265,31-Jan-23,Sales (22-23),Aquatech System,,,,"SPG 1354-2.5"" T",PUNE,Primary Batch,1.00,1.00,,,3350.00,3041.16,Nos,0,,308.84,3350.00,GST Sales,
PFI-MINV/2304699,PO - 265,31-Jan-23,Sales (22-23),Aquatech System,,,,"SPG 1465-4"" T",PUNE,Primary Batch,1.00,1.00,,,6000.00,5221.00,Nos,0,,779.00,6000.00,GST Sales,
PFI-MINV/2304700,PFI-MSO/2304764,31-Jan-23,Sales (22-23),Bluemaarlin Engineering Pvt Ltd,,,,FM 65 (5-25),PUNE,Primary Batch,10.00,10.00,,,3000.00,2410.48,Nos,0,,5895.20,30000.00,GST Sales,
PFI-MINV/2304701,PFI-MSO/2304589,31-Jan-23,Sales (22-23),Sanjay Enterprises,,,,"SP 20"" C7",BHIWANDI,Primary Batch,100.00,100.00,,,260.00,98.42,Nos,0,,16158.00,26000.00,GST Sales,
PFI-MINV/2304702,PFIKOL/PO064/22-23,31-Jan-23,Sales (22-23),Pratham Filter Industries (Kol GL),,,,FM 50 (1-10),BHIWANDI,Primary Batch,6.00,6.00,,,1200.00,1200.45,Nos,0,,-2.60,7200.00,Branch Sales,
PFI-MINV/2304702,PFIKOL/PO064/22-23,31-Jan-23,Sales (22-23),Pratham Filter Industries (Kol GL),,,,FM 50 (1.6-16),BHIWANDI,Primary Batch,6.00,6.00,,,1200.00,1200.10,Nos,0,,-0.50,7200.00,Branch Sales,
PFI-MINV/2304702,PFIKOL/PO064/22-23,31-Jan-23,Sales (22-23),Pratham Filter Industries (Kol GL),,,,Spare Parts,BHIWANDI,Primary Batch,2.00,2.00,,,2142.00,257.81,Nos,0,,3768.44,4284.00,Branch Sales,
PFI-MINV/2304702,PFIKOL/PO064/22-23,31-Jan-23,Sales (22-23),Pratham Filter Industries (Kol GL),,,,UV -ECS 070L,BHIWANDI,Primary Batch,1.00,1.00,,,7875.00,7774.49,Nos,0,,100.62,7875.00,Branch Sales,
PFI-MINV/2304703,PFIAHD/PO0227/22-23,31-Jan-23,Sales (22-23),Pratham Filter Industries (Ahmd GL),,,,"PP 30"" 5 UM",BHIWANDI,Primary Batch,300.00,300.00,,,112.00,100.31,Nos,0,,3507.12,33600.00,Branch Sales,
PFI-MINV/2304703,PFIAHD/PO0227/22-23,31-Jan-23,Sales (22-23),Pratham Filter Industries (Ahmd GL),,,,TSF 3672 T&B,BHIWANDI,Primary Batch,1.00,1.00,,,25579.00,24436.04,Nos,0,,1143.06,25579.00,Branch Sales,
PFI-MINV/2304704,PFI-MSO/2304780,31-Jan-23,Sales (22-23),Filtracon Technology Pvt Ltd,,,,MEMFLO 8-300-3,BHIWANDI,Primary Batch,1.00,1.00,,,17000.00,12206.71,Nos,0,,4793.29,17000.00,GST Sales,
PFI-MINV/2304705,PFI-MSO/2304775,31-Jan-23,Sales (22-23),Dolphin Enviro Systems,,,,"20"" Blue L 3/4""",ANDHERI,Primary Batch,4.00,4.00,,,300.00,153.68,Nos,0,,585.28,1200.00,GST Sales,
PFI-MINV/2304706,PFI-MSO/2304781,31-Jan-23,Sales (22-23),Aquaflow Enterprises,,,,TSF 2162 T&B,PUNE,Primary Batch,2.00,2.00,,,14000.00,12674.08,Nos,0,,2651.84,28000.00,GST Sales,
PFI-MINV/2304707,PO - 2551,31-Jan-23,Sales (22-23),SP Chemicals,,,,BW 30 PRO 400,BHIWANDI,Primary Batch,1.00,1.00,,,32850.00,30792.88,Nos,0,,2057.60,32850.00,GST Sales,
PFI-MINV/2304707,PO - 2551,31-Jan-23,Sales (22-23),SP Chemicals,,,,Media - Fine Sand,BHIWANDI,Primary Batch,50.00,50.00,50.00,50.00,7.00,3.97,KGS,0,,151.51,350.00,GST Sales,
PFI-MINV/2304707,PO - 2551,31-Jan-23,Sales (22-23),SP Chemicals,,,,Media - Fine Silex,BHIWANDI,Primary Batch,100.00,100.00,100.00,100.00,7.00,3.98,KGS,0,,302.01,700.00,GST Sales,
PFI-MINV/2304708,32R5045,31-Jan-23,Sales (22-23),Sankalp Corporation,,,,"PP 20"" 25 UM",BHIWANDI,Primary Batch,100.00,100.00,,,110.00,72.91,Nos,0,,3709.00,11000.00,GST Sales,
PFI-MINV/2304709,1163,31-Jan-23,Sales (22-23),Aguapuro Equipment Pvt Ltd,,,,SS 306,BHIWANDI,Primary Batch,1.00,1.00,,,46000.00,24221.11,Nos,0,,21778.89,46000.00,GST Sales,
PFI-MINV/2304710,1069,31-Jan-23,Sales (22-23),Aguapuro Equipment Pvt Ltd,,,,SS 405,BHIWANDI,Primary Batch,1.00,1.00,,,45500.00,30997.25,Nos,0,,14502.75,45500.00,GST Sales,
PFI-MINV/2304710,1069,31-Jan-23,Sales (22-23),Aguapuro Equipment Pvt Ltd,,,,SS 406,BHIWANDI,Primary Batch,1.00,1.00,,,47000.00,28078.33,Nos,0,,18921.67,47000.00,GST Sales,
PFI-MINV/2304711,PO-2-09-2022-249,31-Jan-23,Sales (22-23),Shri Dutta India Pvt Ltd,,,,BP 420,BHIWANDI,Primary Batch,6.00,6.00,,,450.00,60.82,Nos,0,,2335.08,2700.00,GST Sales,
PFI-MINV/2304712,PFI-MSO/2304782,31-Jan-23,Sales (22-23),Darshan Trade Links,,,,LC HF 4040,PUNE,Primary Batch,2.00,2.00,,,7200.00,5971.10,Nos,0,,2457.80,14400.00,GST Sales,
PFI-MINV/2304713,BSPN/22-23/0069,31-Jan-23,Sales (22-23),Bio-Spn Private Limited,,,,25NB TMF,BHIWANDI,Primary Batch,1.00,1.00,,,1050.00,680.00,Nos,0,,370.00,1050.00,GST Sales,
PFI-MINV/2304713,BSPN/22-23/0069,31-Jan-23,Sales (22-23),Bio-Spn Private Limited,,,,DS - ADP,BHIWANDI,Primary Batch,1.00,1.00,,,300.00,100.34,Nos,0,,199.66,300.00,GST Sales,
PFI-MINV/2304713,BSPN/22-23/0069,31-Jan-23,Sales (22-23),Bio-Spn Private Limited,,,,FM 32 (0.4-4),BHIWANDI,Primary Batch,1.00,1.00,,,1650.00,752.75,Nos,0,,897.25,1650.00,GST Sales,
PFI-MINV/2304713,BSPN/22-23/0069,31-Jan-23,Sales (22-23),Bio-Spn Private Limited,,,,FM 32 (0.6-6),BHIWANDI,Primary Batch,1.00,1.00,,,1650.00,750.00,Nos,0,,900.00,1650.00,GST Sales,
PFI-MINV/2304713,BSPN/22-23/0069,31-Jan-23,Sales (22-23),Bio-Spn Private Limited,,,,"SPG 1465-4"" T",BHIWANDI,Primary Batch,1.00,1.00,,,5850.00,5221.00,Nos,0,,629.00,5850.00,GST Sales,
PFI-MINV/2304714,BSPN/22-23/0068,31-Jan-23,Sales (22-23),Bio-Spn Private Limited,,,,"20"" BB V",BHIWANDI,Primary Batch,1.00,1.00,,,1500.00,699.69,Nos,0,,800.31,1500.00,GST Sales,
PFI-MINV/2304714,BSPN/22-23/0068,31-Jan-23,Sales (22-23),Bio-Spn Private Limited,,,,"SP BB 20""",BHIWANDI,Primary Batch,1.00,1.00,,,350.00,165.96,Nos,0,,184.04,350.00,GST Sales,
PFI-MINV/2304715,PFIAHD/PO228/22-23,31-Jan-23,Sales (22-23),Pratham Filter Industries (Ahmd GL),,,,"20"" BB L -1""",BHIWANDI,Primary Batch,42.00,42.00,,,275.00,293.09,Nos,0,,-759.78,11550.00,Branch Sales,
PFI-MINV/2304715,PFIAHD/PO228/22-23,31-Jan-23,Sales (22-23),Pratham Filter Industries (Ahmd GL),,,,25NB TMF,BHIWANDI,Primary Batch,48.00,48.00,,,680.00,680.00,Nos,0,,0.01,32640.00,Branch Sales,
PFI-MINV/2304715,PFIAHD/PO228/22-23,31-Jan-23,Sales (22-23),Pratham Filter Industries (Ahmd GL),,,,25NB TMS,BHIWANDI,Primary Batch,16.00,16.00,,,845.00,846.04,Nos,0,,-16.64,13520.00,Branch Sales,
PFI-MINV/2304715,PFIAHD/PO228/22-23,31-Jan-23,Sales (22-23),Pratham Filter Industries (Ahmd GL),,,,MEMFLO-4-300-1,BHIWANDI,Primary Batch,20.00,20.00,,,1400.00,1383.63,Nos,0,,327.41,28000.00,Branch Sales,
PFI-MINV/2304715,PFIAHD/PO228/22-23,31-Jan-23,Sales (22-23),Pratham Filter Industries (Ahmd GL),,,,MEMFLO-4-300-2,BHIWANDI,Primary Batch,10.00,10.00,,,2300.00,2287.56,Nos,0,,124.41,23000.00,Branch Sales,
PFI-MINV/2304715,PFIAHD/PO228/22-23,31-Jan-23,Sales (22-23),Pratham Filter Industries (Ahmd GL),,,,TSF 1054,BHIWANDI,Primary Batch,50.00,50.00,,,1928.00,2081.58,Nos,0,,-7678.98,96400.00,Branch Sales,
PFI-MINV/2304715,PFIAHD/PO228/22-23,31-Jan-23,Sales (22-23),Pratham Filter Industries (Ahmd GL),,,,TSF 1354,BHIWANDI,Primary Batch,50.00,50.00,,,2506.00,2628.11,Nos,0,,-6105.47,125300.00,Branch Sales,
PFI-MINV/2304715,PFIAHD/PO228/22-23,31-Jan-23,Sales (22-23),Pratham Filter Industries (Ahmd GL),,,,TSF 1465,BHIWANDI,Primary Batch,10.00,10.00,,,4020.00,4348.46,Nos,0,,-3284.59,40200.00,Branch Sales,
PFI-MINV/2304715,PFIAHD/PO228/22-23,31-Jan-23,Sales (22-23),Pratham Filter Industries (Ahmd GL),,,,TSF 1465 T&B,BHIWANDI,Primary Batch,6.00,6.00,,,5808.00,5764.85,Nos,0,,258.91,34848.00,Branch Sales,
PFI-MINV/2304715,PFIAHD/PO228/22-23,31-Jan-23,Sales (22-23),Pratham Filter Industries (Ahmd GL),,,,TSF 1665,BHIWANDI,Primary Batch,10.00,10.00,,,5093.00,5078.79,Nos,0,,142.11,50930.00,Branch Sales,
PFI-MINV/2304715,PFIAHD/PO228/22-23,31-Jan-23,Sales (22-23),Pratham Filter Industries (Ahmd GL),,,,TSF 1665 T&B,BHIWANDI,Primary Batch,6.00,6.00,,,6813.00,6764.78,Nos,0,,289.33,40878.00,Branch Sales,
PFI-MINV/2304716,PFI-MSO/2304788,1-Feb-23,Sales (22-23),Yash Enviro Solution,,,,BW 30 PRO 400,PUNE,Primary Batch,3.00,3.00,,,32800.00,30792.88,Nos,0,,6021.36,98400.00,GST Sales,
PFI-MINV/2304717,PFI-MSO/2304789,1-Feb-23,Sales (22-23),Aria Foods & Beverages,,,,BW 30 PRO 400,PUNE,Primary Batch,2.00,2.00,,,32800.00,30792.88,Nos,0,,4014.24,65600.00,GST Sales,
PFI-MINV/2304718,22232870,1-Feb-23,Sales (22-23),T.S.A. Process Equip.P.Ltd,,,,FM 50 (0.6-6),BHIWANDI,Primary Batch,1.00,1.00,,,1900.00,1200.22,Nos,0,,699.78,1900.00,GST Sales,
PFI-MINV/2304718,22232870,1-Feb-23,Sales (22-23),T.S.A. Process Equip.P.Ltd,,,,FM 50 (1.6-16),BHIWANDI,Primary Batch,1.00,1.00,,,1900.00,1200.10,Nos,0,,699.90,1900.00,GST Sales,
PFI-MINV/2304718,22232870,1-Feb-23,Sales (22-23),T.S.A. Process Equip.P.Ltd,,,,FM 65 (5-25),BHIWANDI,Primary Batch,1.00,1.00,,,3400.00,2410.48,Nos,0,,989.52,3400.00,GST Sales,
PFI-MINV/2304719,PFI-MSO/2304790,1-Feb-23,Sales (22-23),Aditya International,,,,"PP 20"" 10 UM",ANDHERI,Primary Batch,20.00,20.00,,,140.00,71.41,Nos,0,,1371.80,2800.00,GST Sales,
PFI-MINV/2304719,PFI-MSO/2304790,1-Feb-23,Sales (22-23),Aditya International,,,,"PP 20"" 25 UM",ANDHERI,Primary Batch,10.00,10.00,,,140.00,72.91,Nos,0,,670.90,1400.00,GST Sales,
PFI-MINV/2304719,PFI-MSO/2304790,1-Feb-23,Sales (22-23),Aditya International,,,,"PP 20"" 5 UM",ANDHERI,Primary Batch,10.00,10.00,,,140.00,71.21,Nos,0,,687.90,1400.00,GST Sales,
PFI-MINV/2304720,9500053004,1-Feb-23,Sales (22-23),Praj HiPurity Systems Ltd,,,,"20"" BB V",BHIWANDI,Primary Batch,3.00,3.00,,,1505.00,699.69,Nos,0,,2555.74,4515.00,GST Sales,
PFI-MINV/2304720,9500053004,1-Feb-23,Sales (22-23),Praj HiPurity Systems Ltd,,,,DS - H&L-24-4R,BHIWANDI,Primary Batch,1.00,1.00,,,1918.00,999.07,Nos,0,,978.32,1918.00,GST Sales,
PFI-MINV/2304720,9500053004,1-Feb-23,Sales (22-23),Praj HiPurity Systems Ltd,,,,DS - H&L-30-4R,BHIWANDI,Primary Batch,1.00,1.00,,,2015.00,1053.00,Nos,0,,1024.40,2015.00,GST Sales,
PFI-MINV/2304720,9500053004,1-Feb-23,Sales (22-23),Praj HiPurity Systems Ltd,,,,"DS TS 4""",BHIWANDI,Primary Batch,2.00,2.00,,,650.00,382.04,Nos,0,,576.18,1300.00,GST Sales,
PFI-MINV/2304720,9500053004,1-Feb-23,Sales (22-23),Praj HiPurity Systems Ltd,,,,"FRP 2162 - 4""TB",BHIWANDI,Primary Batch,1.00,1.00,,,20800.00,18375.06,Nos,0,,3069.05,20800.00,GST Sales,
PFI-MINV/2304720,9500053004,1-Feb-23,Sales (22-23),Praj HiPurity Systems Ltd,,,,"FRP 3072 - 4""TB",BHIWANDI,Primary Batch,1.00,1.00,,,32700.00,28272.35,Nos,0,,5440.26,32700.00,GST Sales,
PFI-MINV/2304720,9500053004,1-Feb-23,Sales (22-23),Praj HiPurity Systems Ltd,,,,"SP BB 20""",BHIWANDI,Primary Batch,3.00,3.00,,,450.00,165.97,Nos,0,,893.89,1350.00,GST Sales,
PFI-MINV/2304721,9500052666,1-Feb-23,Sales (22-23),Praj HiPurity Systems Ltd,,,,"20"" BB V",BHIWANDI,Primary Batch,1.00,1.00,,,1505.00,699.69,Nos,0,,805.33,1505.00,GST Sales,
PFI-MINV/2304721,9500052666,1-Feb-23,Sales (22-23),Praj HiPurity Systems Ltd,,,,DS - H&L-30-4R,BHIWANDI,Primary Batch,1.00,1.00,,,2015.00,1053.00,Nos,0,,962.02,2015.00,GST Sales,
PFI-MINV/2304721,9500052666,1-Feb-23,Sales (22-23),Praj HiPurity Systems Ltd,,,,"DS TS 4""",BHIWANDI,Primary Batch,1.00,1.00,,,650.00,382.04,Nos,0,,267.97,650.00,GST Sales,
PFI-MINV/2304721,9500052666,1-Feb-23,Sales (22-23),Praj HiPurity Systems Ltd,,,,"FRP 3072 - 4""TB",BHIWANDI,Primary Batch,1.00,1.00,,,32700.00,28272.35,Nos,0,,4428.00,32700.00,GST Sales,
PFI-MINV/2304721,9500052666,1-Feb-23,Sales (22-23),Praj HiPurity Systems Ltd,,,,"SP BB 20""",BHIWANDI,Primary Batch,1.00,1.00,,,450.00,165.97,Nos,0,,284.03,450.00,GST Sales,
PFI-MINV/2304722,452201088,1-Feb-23,Sales (22-23),National Peroxide Limited,,,,"SP 40""",BHIWANDI,Primary Batch,280.00,280.00,,,150.00,101.85,Nos,0,,14482.00,42000.00,GST Sales,
PFI-MINV/2304723,452101189 -22-23/P,1-Feb-23,Sales (22-23),National Peroxide Limited,,,,"SP 40""",BHIWANDI,Primary Batch,700.00,700.00,,,150.00,101.85,Nos,0,,35205.00,105000.00,GST Sales,
PFI-MINV/2304724,9500052850,1-Feb-23,Sales (22-23),Praj HiPurity Systems Ltd,,,,"SP BB 20""",BHIWANDI,Primary Batch,10.00,10.00,,,450.00,165.97,Nos,0,,2840.30,4500.00,GST Sales,
PFI-MINV/2304725,9500052780,1-Feb-23,Sales (22-23),Praj HiPurity Systems Ltd,,,,"10"" Blue V 1/2""",BHIWANDI,Primary Batch,1.00,1.00,,,350.00,196.97,Nos,0,,163.92,350.00,GST Sales,
PFI-MINV/2304725,9500052780,1-Feb-23,Sales (22-23),Praj HiPurity Systems Ltd,,,,"20"" BB V",BHIWANDI,Primary Batch,3.00,3.00,,,1505.00,699.69,Nos,0,,2556.38,4515.00,GST Sales,
PFI-MINV/2304725,9500052780,1-Feb-23,Sales (22-23),Praj HiPurity Systems Ltd,,,,DS - H&L-16-4R,BHIWANDI,Primary Batch,1.00,1.00,,,1820.00,945.00,Nos,0,,931.62,1820.00,GST Sales,
PFI-MINV/2304725,9500052780,1-Feb-23,Sales (22-23),Praj HiPurity Systems Ltd,,,,DS - H&L-24-4R,BHIWANDI,Primary Batch,2.00,2.00,,,1918.00,999.07,Nos,0,,1957.19,3836.00,GST Sales,
PFI-MINV/2304725,9500052780,1-Feb-23,Sales (22-23),Praj HiPurity Systems Ltd,,,,DS - H&L-42-6FL,BHIWANDI,Primary Batch,1.00,1.00,,,13065.00,6364.00,Nos,0,,7107.43,13065.00,GST Sales,
PFI-MINV/2304725,9500052780,1-Feb-23,Sales (22-23),Praj HiPurity Systems Ltd,,,,"DS TS 4""",BHIWANDI,Primary Batch,4.00,4.00,,,650.00,382.04,Nos,0,,1565.16,3000.00,GST Sales,
PFI-MINV/2304725,9500052780,1-Feb-23,Sales (22-23),Praj HiPurity Systems Ltd,,,,"DS-TS 6""F - R3",BHIWANDI,Primary Batch,1.00,1.00,,,5005.00,2594.84,Nos,0,,2565.86,5005.00,GST Sales,
PFI-MINV/2304725,9500052780,1-Feb-23,Sales (22-23),Praj HiPurity Systems Ltd,,,,DS-VB,BHIWANDI,Primary Batch,2.00,2.00,,,650.00,161.94,Nos,0,,1016.56,1300.00,GST Sales,
PFI-MINV/2304725,9500052780,1-Feb-23,Sales (22-23),Praj HiPurity Systems Ltd,,,,"FRP 1865 - 4""TB",BHIWANDI,Primary Batch,1.00,1.00,,,18500.00,16342.56,Nos,0,,2732.94,18500.00,GST Sales,
PFI-MINV/2304725,9500052780,1-Feb-23,Sales (22-23),Praj HiPurity Systems Ltd,,,,"FRP 2472 - 4""TB",BHIWANDI,Primary Batch,2.00,2.00,,,23800.00,20850.68,Nos,0,,7379.38,47600.00,GST Sales,
PFI-MINV/2304725,9500052780,1-Feb-23,Sales (22-23),Praj HiPurity Systems Ltd,,,,"FRP 4272 - 6""FLTB",BHIWANDI,Primary Batch,1.00,1.00,,,73500.00,61480.49,Nos,0,,14305.95,73500.00,GST Sales,
PFI-MINV/2304725,9500052780,1-Feb-23,Sales (22-23),Praj HiPurity Systems Ltd,,,,"SP 10""",BHIWANDI,Primary Batch,1.00,1.00,,,100.00,25.31,Nos,0,,77.80,100.00,GST Sales,
PFI-MINV/2304725,9500052780,1-Feb-23,Sales (22-23),Praj HiPurity Systems Ltd,,,,"SP BB 20""",BHIWANDI,Primary Batch,3.00,3.00,,,450.00,165.97,Nos,0,,894.09,1350.00,GST Sales,
PFI-MINV/2304725,9500052780,1-Feb-23,Sales (22-23),Praj HiPurity Systems Ltd,,,,"SPG 1054-2.5"" T",BHIWANDI,Primary Batch,1.00,1.00,,,2850.00,2206.37,Nos,0,,732.29,2850.00,GST Sales,
PFI-MINV/2304726,PFI-MSO/2304768,1-Feb-23,Sales (22-23),Pollucons Enviro Engineers Pvt. Ltd,,,,DP - ESD 604,BHIWANDI,Primary Batch,4.00,4.00,,,4000.00,1901.93,Nos,0,,8392.28,16000.00,GST Sales,
PFI-MINV/2304727,PFI-MSO/2304796,1-Feb-23,Sales (22-23),SWARA AQUA SYSTEM,,,,Carbon 600 IV,BHIWANDI,Primary Batch,100.00,100.00,100.00,100.00,22.00,12.13,KGS,0,,987.00,2200.00,GST Sales,
PFI-MINV/2304728,PFI-MSO/2304799,1-Feb-23,Sales (22-23),Saksham Enterprises,,,,"PP 10"" 10 UM",ANDHERI,Primary Batch,50.00,50.00,,,65.00,34.84,Nos,0,,1508.00,3250.00,GST Sales,
PFI-MINV/2304728,PFI-MSO/2304799,1-Feb-23,Sales (22-23),Saksham Enterprises,,,,"PP 10"" 5UM",ANDHERI,Primary Batch,50.00,50.00,,,65.00,35.05,Nos,0,,1497.50,3250.00,GST Sales,
PFI-MINV/2304729,PFI-MSO/2304800,1-Feb-23,Sales (22-23),A. S. Enterprises [Aurangabad],,,,"SP BB 20""",PUNE,Primary Batch,30.00,30.00,,,250.00,165.97,Nos,0,,2520.90,7500.00,GST Sales,
PFI-MINV/2304730,PFI-MSO/2304801,1-Feb-23,Sales (22-23),Bluemaarlin Engineering Pvt Ltd,,,,"20"" BB L -1""",PUNE,Primary Batch,1.00,1.00,,,500.00,293.09,Nos,0,,206.91,500.00,GST Sales,
PFI-MINV/2304730,PFI-MSO/2304801,1-Feb-23,Sales (22-23),Bluemaarlin Engineering Pvt Ltd,,,,"SP 30""",PUNE,Primary Batch,100.00,100.00,,,115.00,76.56,Nos,0,,3844.00,11500.00,GST Sales,
PFI-MINV/2304731,PFI-MSO/2304802,1-Feb-23,Sales (22-23),Dolphin Enviro Systems,,,,"20"" BB XL 2""",BHIWANDI,Primary Batch,1.00,1.00,,,2200.00,1376.83,Nos,0,,823.17,2200.00,GST Sales,
PFI-MINV/2304731,PFI-MSO/2304802,1-Feb-23,Sales (22-23),Dolphin Enviro Systems,,,,"BB 20"" XL-5",BHIWANDI,Primary Batch,1.00,1.00,,,1400.00,800.00,Nos,0,,600.00,1400.00,GST Sales,
PFI-MINV/2304732,PFI-MSO/2304797,1-Feb-23,Sales (22-23),Avion Environment Pvt Ltd,,,,DS - H&L-24-4R,BHIWANDI,Primary Batch,1.00,1.00,,,1750.00,999.07,Nos,0,,750.93,1750.00,GST Sales,
PFI-MINV/2304732,PFI-MSO/2304797,1-Feb-23,Sales (22-23),Avion Environment Pvt Ltd,,,,"DS TS 4""",BHIWANDI,Primary Batch,7.00,7.00,,,650.00,382.04,Nos,0,,1875.72,4550.00,GST Sales,
PFI-MINV/2304732,PFI-MSO/2304797,1-Feb-23,Sales (22-23),Avion Environment Pvt Ltd,,,,DS-VB,BHIWANDI,Primary Batch,4.00,4.00,,,550.00,161.94,Nos,0,,1552.24,2200.00,GST Sales,
PFI-MINV/2304732,PFI-MSO/2304797,1-Feb-23,Sales (22-23),Avion Environment Pvt Ltd,,,,TSF 1665 T&B,BHIWANDI,Primary Batch,1.00,1.00,,,7500.00,6764.78,Nos,0,,735.22,7500.00,GST Sales,
PFI-MINV/2304732,PFI-MSO/2304797,1-Feb-23,Sales (22-23),Avion Environment Pvt Ltd,,,,TSF 2162 T&B,BHIWANDI,Primary Batch,1.00,1.00,,,14000.00,12674.08,Nos,0,,1325.92,14000.00,GST Sales,
PFI-MINV/2304733,162,1-Feb-23,Sales (22-23),Pollucons Enviro Engineers Pvt. Ltd,,,,50NB SMS,BHIWANDI,Primary Batch,2.00,2.00,,,4500.00,3600.00,Nos,0,,1800.00,9000.00,GST Sales,
PFI-MINV/2304733,162,1-Feb-23,Sales (22-23),Pollucons Enviro Engineers Pvt. Ltd,,,,DS - H&L-42-6FL,BHIWANDI,Primary Batch,4.00,4.00,,,9000.00,6364.00,Nos,0,,10544.00,36000.00,GST Sales,
PFI-MINV/2304734,32R5047,1-Feb-23,Sales (22-23),Sankalp Corporation,,,,BP 410,BHIWANDI,Primary Batch,10.00,10.00,,,210.00,50.67,Nos,0,,1793.30,2100.00,GST Sales,
PFI-MINV/2304735,1323,1-Feb-23,Sales (22-23),Aguapuro Equipment Pvt Ltd,,,,SS 303,BHIWANDI,Primary Batch,2.00,2.00,,,30500.00,21612.95,Nos,0,,17774.10,61000.00,GST Sales,
PFI-MINV/2304736,1155,1-Feb-23,Sales (22-23),Aguapuro Equipment Pvt Ltd,,,,SS 203,BHIWANDI,Primary Batch,1.00,1.00,,,28975.00,19473.33,Nos,0,,9502.17,28975.00,GST Sales,
